date,fish_type,origin,gender,weight,size,catch_release,position_number,fly_or_spinner,bait,bait_size,extra_1,extra_2,position_name,position
2012-06-29,Lax,,Hrygna,6.0,84.0,,33,Fluga,"Sunray, keila",,,,Ferjupollur,Svæði 2
2013-09-14,Lax,,Hængur,2.2,59.0,X,33,Fluga,Snælda svört,"1/2""",,,Ferjupollur,Svæði 2
2013-09-05,Urriði,,Hrygna,1.8,52.0,,33,Fluga,,,,,Ferjupollur,Svæði 2
2013-08-26,Lax,,Hrygna,3.7,70.0,,33,Fluga,Munro Killer longtail,12,Uggask/hreistursýni,,Ferjupollur,Svæði 2
2013-08-22,Lax,,Hrygna,5.0,78.0,X,33,Fluga,rauð frances,"1/2""",klak,,Ferjupollur,Svæði 2
2013-08-22,Urriði,Staðb.,Hrygna,0.5,33.0,,33,Fluga,Undertaker,,,,Ferjupollur,Svæði 2
2013-08-22,Lax,,Hrygna,2.2,60.0,,33,Fluga,Rauð Frances,"1""",,,Ferjupollur,Svæði 2
2013-08-19,Lax,,Hængur,2.2,59.0,,33,Fluga,Rauð Frances,6,,,Ferjupollur,Svæði 2
2013-08-09,Lax,,Hængur,1.8,58.0,,33,Fluga,frances rauð,"1""",,,Ferjupollur,Svæði 2
2013-08-03,Lax,,Hrygna,4.0,75.0,,33,Spónn,Toby,18,Hreistursýni,,Ferjupollur,Svæði 2
2013-08-02,Lax,,Hrygna,2.0,57.0,,33,Fluga,Rauð frances,"1/2""",,,Ferjupollur,Svæði 2
2013-08-02,Lax,,Hrygna,2.0,58.0,,33,Spónn,,,,,Ferjupollur,Svæði 2
2013-08-02,Lax,,Hængur,2.0,58.0,,33,Spónn,,,,,Ferjupollur,Svæði 2
2013-08-02,Lax,,Hrygna,5.0,78.0,X,33,Fluga,Sunray,"1""",,,Ferjupollur,Svæði 2
2013-08-01,Lax,,Óþekkt,2.1,58.0,,33,Fluga,Sunray,"1""",,,Ferjupollur,Svæði 2
2013-08-01,Lax,,Óþekkt,2.4,60.0,,33,Fluga,Sunray,"1""",,,Ferjupollur,Svæði 2
2013-07-30,Lax,,Hrygna,3.5,67.0,,33,Fluga,Rauð frances keila,,,,Ferjupollur,Svæði 2
2013-07-30,Lax,,Hængur,3.0,65.0,,33,Maðkur,Salmo-Magnus,,Maríulax,,Ferjupollur,Svæði 2
2013-07-30,Lax,,Hrygna,3.0,65.0,,33,Fluga,,,,,Ferjupollur,Svæði 2
2013-07-29,Urriði,,Óþekkt,0.5,33.0,,33,Spónn,toby,,,,Ferjupollur,Svæði 2
2014-08-30,Urriði,,Óþekkt,0.5,33.0,,33,Fluga,frances rauð,,,,Ferjupollur,Svæði 2
2014-08-22,Lax,,Hængur,1.4,54.0,,33,Fluga,Snælda rauð,1/4 túba,,,Ferjupollur,Svæði 2
2014-08-14,Lax,,Hrygna,2.4,60.0,X,33,Fluga,Sunray,,,,Ferjupollur,Svæði 2
2014-08-09,Urriði,Staðb.,Hængur,0.6,35.0,,33,Fluga,colliedog,,,,Ferjupollur,Svæði 2
2014-08-05,Lax,,Hrygna,4.5,74.0,,33,Spónn,Sv. Toby,,,,Ferjupollur,Svæði 2
2014-08-01,Lax,,Hrygna,5.0,78.0,,33,Fluga,Snælda svört,,,,Ferjupollur,Svæði 2
2014-07-30,Urriði,,Óþekkt,0.4,30.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2014-07-30,Urriði,,Óþekkt,0.5,33.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2014-07-30,Urriði,,Óþekkt,0.5,33.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2014-07-30,Urriði,,Óþekkt,0.8,38.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2014-07-30,Urriði,,Hrygna,0.5,33.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2014-07-09,Urriði,Staðb.,Hrygna,0.8,39.0,,33,Spónn,Toby svartur,28 gr.,,,Ferjupollur,Svæði 2
2014-07-09,Urriði,Staðb.,Hængur,1.0,41.0,,33,Spónn,Toby svartur,28 gr.,,,Ferjupollur,Svæði 2
2014-07-09,Urriði,Staðb.,Hængur,0.9,40.0,,33,Spónn,Toby svartur,28 gr.,,,Ferjupollur,Svæði 2
2015-09-17,Lax,,Hængur,2.8,64.0,X,33,Fluga,sv Francses,"1""",klak,,Ferjupollur,Svæði 2
2015-09-17,Lax,,Hrygna,5.3,80.0,X,33,Fluga,sv frances,"1""",klak,,Ferjupollur,Svæði 2
2015-09-10,Lax,,Hængur,2.5,61.0,,33,Fluga,Sunray shadow,1/2t,,,Ferjupollur,Svæði 2
2015-09-03,Lax,,Hængur,2.7,63.0,X,33,Fluga,Green But keila,,,,Ferjupollur,Svæði 2
2015-09-03,Lax,,Hængur,2.2,56.0,,33,Fluga,Green But keila,,,,Ferjupollur,Svæði 2
2015-09-01,Lax,,Hrygna,1.9,56.0,,33,Fluga,"rauð frances 1/2"" keila",,sett í klak í græna karið,,Ferjupollur,Svæði 2
2015-08-31,Urriði,,Hængur,0.5,33.0,,33,Fluga,Rauð-Frances,,,,Ferjupollur,Svæði 2
2015-08-30,Lax,,Hængur,2.5,60.0,,33,Fluga,Snælda,1/2,Setur í Klak,,Ferjupollur,Svæði 2
2015-08-20,Urriði,,Hængur,0.7,37.0,,33,Fluga,frances sv,10,,,Ferjupollur,Svæði 2
2015-08-17,Lax,,Hængur,2.7,63.0,,33,Fluga,Koníakstúba,"1/2""",,,Ferjupollur,Svæði 2
2015-08-17,Lax,,Hængur,2.8,64.0,X,33,Fluga,Koníakstúba,"1/2""",,,Ferjupollur,Svæði 2
2015-08-17,Lax,,Hængur,3.0,57.0,,33,Fluga,r frances cone,"1/2""",,,Ferjupollur,Svæði 2
2015-08-11,Urriði,,Hængur,1.0,42.0,,33,Spónn,Toby,,,,Ferjupollur,Svæði 2
2015-08-04,Urriði,,Hængur,1.5,48.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2015-08-03,Bleikja,,Hængur,1.5,47.0,,33,Fluga,Franc´snælda,,,,Ferjupollur,Svæði 2
2015-08-02,Lax,,Hængur,3.0,63.0,,33,Spónn,Toby,18,,,Ferjupollur,Svæði 2
2015-08-02,Lax,,Hængur,2.0,57.0,,33,Fluga,Rauð Frances,,,,Ferjupollur,Svæði 2
2015-07-23,Lax,,Hrygna,6.5,86.0,,33,Fluga,Frances svört micro cone,,,,Ferjupollur,Svæði 2
2016-09-03,Lax,,Hrygna,6.0,84.0,X,33,Fluga,Francis rauð,"1""",,,Ferjupollur,Svæði 2
2016-08-19,Lax,,Hrygna,4.3,78.0,,33,Fluga,Green But,"1 1/2""",,,Ferjupollur,Svæði 2
2016-08-02,Lax,,Hængur,7.4,90.0,,33,Fluga,Red Frances DE,"1/2""",Sett í klak,,Ferjupollur,Svæði 2
2016-07-21,Urriði,Staðb.,Hængur,0.6,35.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2016-07-21,Urriði,Staðb.,Hrygna,0.6,35.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2016-07-21,Urriði,Staðb.,Hængur,0.6,35.0,,33,Fluga,Frances - rauð,14,,,Ferjupollur,Svæði 2
2016-07-21,Urriði,Staðb.,Hængur,1.0,42.0,,33,Maðkur,,,,,Ferjupollur,Svæði 2
2016-07-12,Lax,,Hængur,5.0,78.0,,33,Fluga,Kolskeggur,"1/2""",,,Ferjupollur,Svæði 2
2016-06-29,Lax,,Hrygna,5.6,82.0,X,33,Fluga,Frances Rauð,"1/4""",Netaför,Mertur IS102600,Ferjupollur,Svæði 2
2017-08-11,Lax,Óþekkt,Hrygna,4.8,77.0,,33,Fluga,Skrauta,8,Klak,,Ferjupollur,Svæði 2
2017-08-09,Lax,Sjóg.,Hrygna,2.8,63.0,,33,Spónn,,,,,Ferjupollur,Svæði 2
2017-08-05,Lax,Óþekkt,Hrygna,2.2,58.0,,33,Spónn,Kopar Toby,28 g,,,Ferjupollur,Svæði 2
2017-07-21,Bleikja,Sjóg.,Óþekkt,1.4,46.0,,33,Spónn,Toby,,,,Ferjupollur,Svæði 2
2018-10-05,Lax,Óþekkt,Hængur,2.5,61.0,,33,Fluga,Black ghost,,Klak,,Ferjupollur,Svæði 2
2018-09-15,Lax,Óþekkt,Hængur,3.0,65.0,,33,Fluga,Sunray,"1/2""",,,Ferjupollur,Svæði 2
2018-08-13,Lax,Sjóg.,Hrygna,2.0,60.0,,33,Fluga,Undertaker,,,,Ferjupollur,Svæði 2
2018-08-02,Lax,Óþekkt,Hrygna,2.0,57.0,,33,Fluga,Mickey Finn,,,,Ferjupollur,Svæði 2
2018-07-24,Lax,Sjóg.,Hængur,2.5,61.0,X,33,Fluga,Snælda,,,,Ferjupollur,Svæði 2
2018-07-11,Urriði,Staðb.,Hængur,0.8,38.0,,33,Spónn,Toby,20 g,,,Ferjupollur,Svæði 2
2019-09-29,Lax,Óþekkt,Hængur,1.7,53.0,X,33,Fluga,Frances,,,Stt merki IS-106252,Ferjupollur,Svæði 2
2019-09-29,Lax,Sjóg.,Hængur,5.0,78.0,,33,Fluga,Frances,,settur i klak,,Ferjupollur,Svæði 2
2019-09-13,Lax,Óþekkt,Hængur,2.1,58.0,,33,Fluga,Sunray,Tomma,,,Ferjupollur,Svæði 2
2019-09-11,Bleikja,Staðb.,Hængur,1.8,50.0,X,33,Fluga,Snælda Bl/Sv,"1/2""",,,Ferjupollur,Svæði 2
2019-09-08,Lax,Sjóg.,Hrygna,4.4,75.0,X,33,Fluga,Frances,,,Sett merki.IS-106255,Ferjupollur,Svæði 2
2019-09-01,Lax,Óþekkt,Hængur,5.5,82.0,X,33,Fluga,Rauð Frances,,,,Ferjupollur,Svæði 2
2019-08-30,Lax,Óþekkt,Hængur,2.5,62.0,,33,Fluga,fracis rauð,,sett í klak,,Ferjupollur,Svæði 2
2019-08-18,Lax,Sjóg.,Hrygna,5.0,78.0,X,33,Fluga,Frances,,,,Ferjupollur,Svæði 2
2019-08-09,Lax,Sjóg.,Hængur,4.6,76.0,,33,Fluga,Rauð Frances,"1/4""","Klak, græna kar",,Ferjupollur,Svæði 2
2019-08-08,Lax,Óþekkt,Hrygna,5.3,80.0,X,33,Spónn,,,áður merkt,IS102891,Ferjupollur,Svæði 2
2019-08-08,Lax,Óþekkt,Hrygna,5.0,78.0,X,33,Spónn,,,,,Ferjupollur,Svæði 2
2019-08-08,Lax,Óþekkt,Hrygna,3.2,67.0,X,33,Spónn,,,,,Ferjupollur,Svæði 2
2019-08-05,Lax,Sjóg.,Hængur,3.0,65.0,,33,Fluga,Rauð Frances,1/4,,,Ferjupollur,Svæði 2
2019-07-30,Lax,Óþekkt,Hrygna,4.0,69.0,,33,Spónn,Toby,20g,,,Ferjupollur,Svæði 2
2019-07-28,Lax,Óþekkt,Hrygna,6.0,84.0,,33,Spónn,Devon,,blæddi út í kerinu,,Ferjupollur,Svæði 2
2019-07-24,Lax,Óþekkt,Hængur,6.3,85.0,X,33,Fluga,Rauður Francis,,,102890,Ferjupollur,Svæði 2
2019-07-20,Lax,Sjóg.,Óþekkt,4.4,75.0,X,33,Fluga,Kolskeggur,,slöngumerki,102892,Ferjupollur,Svæði 2
2019-07-17,Lax,Óþekkt,Hrygna,3.5,67.0,,33,Spónn,Devon,,,,Ferjupollur,Svæði 2
2019-07-15,Urriði,Staðb.,Hængur,1.0,35.0,,33,Spónn,,,,,Ferjupollur,Svæði 2
2019-07-15,Urriði,Staðb.,Hængur,0.8,35.0,,33,Spónn,,,,,Ferjupollur,Svæði 2
2019-07-13,Urriði,Staðb.,Hængur,1.5,52.0,,33,Fluga,þýsk snælda,"1"" túba",,,Ferjupollur,Svæði 2
2019-07-07,Lax,Sjóg.,Hrygna,5.3,80.0,,33,Fluga,Frances Rauð,1/4,set í klak,,Ferjupollur,Svæði 2
2019-07-07,Lax,Sjóg.,Hængur,7.4,90.0,,33,Fluga,Sunray,,settur i klak,,Ferjupollur,Svæði 2
2020-09-01,Urriði,Staðb.,Óþekkt,0.3,26.0,,33,Fluga,Alley shrimp,"1/2""",,,Ferjupollur,Svæði 2
2020-08-23,Lax,Sjóg.,Hængur,3.0,65.0,,33,Fluga,France Rauð,,,,Ferjupollur,Svæði 2
2020-08-20,Lax,Óþekkt,Hængur,2.6,62.0,,33,Fluga,Allys shrimp,"1/2""",,,Ferjupollur,Svæði 2
2020-08-02,Lax,Sjóg.,Hængur,3.5,65.0,,33,Spónn,Kopar Toby,18g,,,Ferjupollur,Svæði 2
2020-07-31,Bleikja,Óþekkt,Hrygna,1.0,40.0,X,33,Fluga,,,,,Ferjupollur,Svæði 2
2020-07-31,Urriði,Staðb.,Hængur,1.0,56.0,,33,Fluga,Rauð Frances,,,,Ferjupollur,Svæði 2
2020-07-25,Urriði,Staðb.,Hængur,1.3,45.0,,33,Spónn,Svartur Toby,18 g,,,Ferjupollur,Svæði 2
2020-07-19,Urriði,Óþekkt,Óþekkt,2.3,56.0,,33,Fluga,Sunray,,,,Ferjupollur,Svæði 2
2020-07-13,Bleikja,Sjóg.,Óþekkt,1.8,50.0,X,33,Fluga,Sunray,,,,Ferjupollur,Svæði 2
2021-09-03,Lax,Óþekkt,Hængur,3.2,67.0,X,33,Fluga,Snælda,,Klak,,Ferjupollur,Svæði 2
2021-08-20,Lax,Sjóg.,Hængur,3.0,65.0,,33,Fluga,SunRay,,,,Ferjupollur,Svæði 2
2021-08-19,Lax,Óþekkt,Hængur,5.9,83.0,,33,Fluga,,,Settur í klak,,Ferjupollur,Svæði 2
2021-08-07,Lax,Óþekkt,Hrygna,3.4,68.0,X,33,Fluga,Rauð Frances,"1/4""",Merki set í,IS102617,Ferjupollur,Svæði 2
2021-08-06,Lax,Sjóg.,Hængur,2.3,59.0,,33,Spónn,Tóbý svartur,,,,Ferjupollur,Svæði 2
2021-08-02,Lax,Sjóg.,Hængur,2.4,60.0,X,33,Spónn,Toby,18gr,,,Ferjupollur,Svæði 2
2021-07-26,Lax,Sjóg.,Hængur,1.3,48.0,,33,Fluga,rauð frances,,,,Ferjupollur,Svæði 2
2021-07-24,Lax,Sjóg.,Hængur,2.7,63.0,,33,Fluga,Green But,"1/2""",Hreistursýni,,Ferjupollur,Svæði 2
2010-09-19,Lax,,Hrygna,1.8,55.0,,28,Fluga,Skröggur,"1""",Sleppt,,Árbugsárós,Svæði 2
2010-09-11,Lax,,Hrygna,6.3,85.0,,28,Fluga,Rauð frances keila,"1""",,,Árbugsárós,Svæði 2
2010-09-09,Lax,,Hængur,2.0,57.0,,28,Fluga,Sunray shadow,,,,Árbugsárós,Svæði 2
2010-09-05,Lax,,Hængur,2.4,60.0,,28,Fluga,Hitch,,,,Árbugsárós,Svæði 2
2010-09-05,Lax,,Hængur,3.2,67.0,,28,Fluga,Rauður frances,"1""",,,Árbugsárós,Svæði 2
2010-09-05,Lax,,Hrygna,5.1,79.0,,28,Fluga,Svört snælda,,,,Árbugsárós,Svæði 2
2010-09-03,Lax,,Hrygna,2.0,57.0,,28,Fluga,Svört snælda,,,,Árbugsárós,Svæði 2
2010-09-01,Lax,,Hrygna,5.5,81.0,,28,Fluga,Svört snælda,,Klak,,Árbugsárós,Svæði 2
2010-08-31,Lax,,Hrygna,5.5,80.0,X,28,Fluga,Katla,,,,Árbugsárós,Svæði 2
2010-08-27,Lax,,Hængur,2.2,62.0,,28,Fluga,Rauð frances cone,"1/2""",,,Árbugsárós,Svæði 2
2010-08-26,Lax,,Hængur,2.5,62.0,,28,Fluga,Madalain,"3/4""",Uggaskemmdur,,Árbugsárós,Svæði 2
2010-08-26,Lax,,Hængur,3.0,65.0,,28,Fluga,Alley shrimp,12,Uggaskemmdur,,Árbugsárós,Svæði 2
2010-08-25,Lax,,Hængur,3.1,66.0,,28,Fluga,Frances,,Klak,,Árbugsárós,Svæði 2
2010-08-25,Lax,,Hrygna,5.5,81.0,,28,Fluga,Black and blue,,Klak,,Árbugsárós,Svæði 2
2010-08-25,Lax,,Hængur,7.0,88.0,,28,Fluga,Snælda,,Klak,,Árbugsárós,Svæði 2
2010-08-22,Lax,,Hængur,4.0,72.0,,28,Fluga,Gul snælda,,,,Árbugsárós,Svæði 2
2010-08-22,Lax,,Hængur,3.7,70.0,,28,Fluga,Rauður frances,,,,Árbugsárós,Svæði 2
2010-08-20,Lax,,Hrygna,5.3,80.0,,28,Fluga,Svört snælda,,Klak,,Árbugsárós,Svæði 2
2010-08-20,Lax,,Hængur,2.8,64.0,X,28,Fluga,Svört snælda,,Merki IS1000887,,Árbugsárós,Svæði 2
2010-08-18,Lax,,Hængur,3.0,64.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2010-08-17,Lax,,Hrygna,5.3,80.0,X,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2010-08-17,Lax,,Hængur,3.6,70.0,X,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2010-08-15,Lax,,Hrygna,7.4,90.0,,28,Fluga,Hitch,,Klak,,Árbugsárós,Svæði 2
2010-08-15,Lax,,Hrygna,2.0,57.0,,28,Fluga,Hitch,,Merki IS1000880,,Árbugsárós,Svæði 2
2010-08-12,Lax,,Hrygna,2.4,60.0,,28,Fluga,Frances rauð,,,,Árbugsárós,Svæði 2
2010-08-11,Lax,,Hængur,3.0,65.0,,28,Fluga,Skröggur túba,"1""",,,Árbugsárós,Svæði 2
2010-08-08,Lax,,Hrygna,4.5,76.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2010-08-08,Lax,,,2.5,61.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2010-08-08,Lax,,Hængur,2.6,62.0,,28,Spónn,Toby,,uggaskemmdur,,Árbugsárós,Svæði 2
2010-08-01,Lax,,Hængur,1.8,55.0,,28,Fluga,Alley shrimp,,,,Árbugsárós,Svæði 2
2010-07-29,Lax,,Hængur,7.0,88.0,,28,Fluga,Iða túba,,,,Árbugsárós,Svæði 2
2010-07-29,Lax,,Hængur,2.5,61.0,,28,Fluga,Iða túba,,,,Árbugsárós,Svæði 2
2010-07-28,Lax,,Hængur,5.5,74.0,,28,Fluga,Skröggur,,,,Árbugsárós,Svæði 2
2010-07-28,Lax,,Hængur,2.6,65.0,,28,Fluga,Rauð frances,6,,,Árbugsárós,Svæði 2
2010-07-27,Lax,,Hængur,3.8,70.0,,28,Fluga,Green brahan,12,,,Árbugsárós,Svæði 2
2010-07-27,Lax,,Hængur,2.7,64.0,,28,Fluga,Snælda bleik/gul,"3/4""",,,Árbugsárós,Svæði 2
2010-07-27,Lax,,Hængur,2.5,61.0,,28,Fluga,Snúður,,,,Árbugsárós,Svæði 2
2010-07-26,Lax,,Hrygna,3.0,61.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2010-07-26,Lax,,Hængur,4.5,77.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2010-07-25,Lax,,Hængur,3.0,65.0,,28,Spónn,Toby,,,,Árbugsárós,Svæði 2
2010-07-22,Lax,,Hængur,2.5,61.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2010-07-22,Lax,,Hrygna,2.0,57.0,,28,Fluga,Rauð frances,"1""",,,Árbugsárós,Svæði 2
2010-07-10,Lax,,Hængur,4.3,74.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2011-09-25,Lax,,Hængur,4.4,75.0,,28,Spónn,Toby,,Klak,,Árbugsárós,Svæði 2
2011-09-23,Lax,,Hængur,5.0,78.0,X,28,Fluga,Snælda Svört,,IS102834,,Árbugsárós,Svæði 2
2011-09-13,Lax,,Hrygna,1.5,51.0,,28,Fluga,Rauð frances,"1""",,,Árbugsárós,Svæði 2
2011-09-04,Lax,,Hængur,2.8,64.0,,28,Fluga,Snælda Blá,"1""",,,Árbugsárós,Svæði 2
2011-09-04,Lax,,Hængur,2.4,60.0,,28,Fluga,Rauð frances,"1""",,,Árbugsárós,Svæði 2
2011-09-01,Lax,,Hrygna,6.2,86.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2011-08-27,Lax,,Hængur,2.5,61.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2011-08-27,Lax,,Hrygna,5.3,80.0,,28,Fluga,Rauð frances,"1""",Klak,,Árbugsárós,Svæði 2
2011-08-27,Lax,,Hrygna,5.0,78.0,,28,Fluga,Hitch,,Klak,,Árbugsárós,Svæði 2
2011-08-27,Lax,,Hrygna,3.0,65.0,,28,Fluga,Hitch,,Klak,,Árbugsárós,Svæði 2
2011-08-25,Lax,,Hængur,4.0,72.0,,28,Fluga,Bleikjufluga,,bleik að lit,,Árbugsárós,Svæði 2
2011-08-24,Lax,,Hængur,2.5,61.0,,28,Fluga,Fox fly,,,,Árbugsárós,Svæði 2
2011-08-22,Lax,,Hængur,2.7,63.0,,28,Fluga,Green but,"1""",,,Árbugsárós,Svæði 2
2011-08-21,Lax,,Hrygna,4.2,72.0,,28,Fluga,Rauð Frances,,,,Árbugsárós,Svæði 2
2011-08-18,Lax,,Hængur,2.5,62.0,,28,Fluga,Kolskeggur,"1""",,,Árbugsárós,Svæði 2
2011-08-14,Lax,,Hængur,8.0,93.0,,28,Fluga,Allies Shrimp,10,,,Árbugsárós,Svæði 2
2011-08-13,Lax,,Hrygna,5.0,80.0,,28,Fluga,Rauð frances,"1""",,,Árbugsárós,Svæði 2
2011-08-07,Lax,,Hængur,1.5,51.0,,28,Fluga,Snælda,,,,Árbugsárós,Svæði 2
2011-08-07,Lax,,,2.2,59.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2011-08-06,Lax,,Óþekkt,3.2,70.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2011-08-06,Lax,,Hrygna,1.8,54.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2011-08-05,Lax,,Hængur,4.0,72.0,,28,Fluga,Rauð Frances,,,,Árbugsárós,Svæði 2
2011-08-05,Lax,,Hængur,4.8,77.0,,28,Fluga,Svört Frances,,,,Árbugsárós,Svæði 2
2011-08-04,Lax,,Hrygna,4.0,73.0,,28,Spónn,Toby,,,,Árbugsárós,Svæði 2
2011-08-04,Lax,,Hængur,5.3,80.0,,28,Fluga,Rauð Frances,"1""",,,Árbugsárós,Svæði 2
2011-08-04,Lax,,Hrygna,4.0,72.0,,28,Fluga,Frikki R,"1""",,,Árbugsárós,Svæði 2
2011-08-02,Lax,,Hængur,3.0,64.0,,28,Spónn,Svartur Toby,,,,Árbugsárós,Svæði 2
2011-08-01,Lax,,Hængur,3.0,65.0,X,28,Fluga,Sunray,,Lús,,Árbugsárós,Svæði 2
2011-08-01,Lax,,Hængur,3.0,65.0,,28,Spónn,Toby,,Klak,,Árbugsárós,Svæði 2
2011-07-30,Lax,,Hængur,3.0,65.0,,28,Spónn,Svartur Toby,,,,Árbugsárós,Svæði 2
2011-07-30,Lax,,Hrygna,6.0,84.0,,28,Fluga,Sunray,,Klak,,Árbugsárós,Svæði 2
2011-07-28,Lax,,Hrygna,2.1,58.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2012-09-20,Lax,,Hængur,3.0,65.0,,28,Spónn,Toby,,Klak,,Árbugsárós,Svæði 2
2012-09-15,Lax,,Hrygna,,,,28,Fluga,Kolskeggur,,klak,,Árbugsárós,Svæði 2
2012-09-15,Lax,,Hrygna,,,X,28,Fluga,Green But,,,,Árbugsárós,Svæði 2
2012-08-26,Lax,,Hrygna,1.6,54.0,,28,Fluga,Rauð túpa,,,,Árbugsárós,Svæði 2
2012-08-23,Lax,,Hængur,4.4,75.0,,28,Fluga,Rauð frances,,,,Árbugsárós,Svæði 2
2012-08-14,Lax,,Hængur,4.8,77.0,,28,Fluga,Svört Frances,10,Klak,,Árbugsárós,Svæði 2
2012-08-06,Lax,,Hrygna,4.0,72.0,,28,Spónn,Toby,,,,Árbugsárós,Svæði 2
2012-08-06,Lax,,Hængur,4.0,72.0,,28,Spónn,Toby,,Klak,,Árbugsárós,Svæði 2
2012-07-31,Lax,,Hængur,1.5,50.0,,28,Fluga,,,,,Árbugsárós,Svæði 2
2013-09-20,Lax,,Hrygna,4.2,74.0,,28,Fluga,,,klak,,Árbugsárós,Svæði 2
2013-09-14,Lax,,Hrygna,7.4,90.0,,28,Fluga,snælda svört,"1/2""",Klak,,Árbugsárós,Svæði 2
2013-09-14,Lax,,Hængur,2.7,63.0,X,28,Fluga,Snælda svört,"1/2""",,,Árbugsárós,Svæði 2
2013-09-06,Lax,,Hængur,7.0,88.0,,28,Fluga,Cascade,"1/2""",Klak,,Árbugsárós,Svæði 2
2013-08-24,Lax,,Hængur,3.0,65.0,,28,Fluga,Aleys red shrimph,10,,,Árbugsárós,Svæði 2
2013-08-11,Urriði,,Óþekkt,0.5,33.0,,28,Spónn,"Toby, svartur",18g,,,Árbugsárós,Svæði 2
2013-08-09,Urriði,,Hængur,0.7,36.0,,28,Spónn,toby,,,,Árbugsárós,Svæði 2
2013-08-09,Urriði,,Hrygna,1.7,50.0,,28,Spónn,toby,,,,Árbugsárós,Svæði 2
2013-08-03,Bleikja,,Óþekkt,1.9,51.0,,28,Fluga,BEB,,,,Árbugsárós,Svæði 2
2013-08-03,Bleikja,,Óþekkt,1.4,45.0,,28,Fluga,krókur,,,,Árbugsárós,Svæði 2
2013-08-03,Bleikja,,Hængur,1.2,43.0,,28,Fluga,Krókur,,,,Árbugsárós,Svæði 2
2013-08-02,Bleikja,Sjóg.,Hrygna,1.0,40.0,,28,Fluga,Bleik og blá,6,,,Árbugsárós,Svæði 2
2013-08-02,Bleikja,Sjóg.,Hrygna,1.0,40.0,,28,Fluga,Krókur,10,,,Árbugsárós,Svæði 2
2013-08-02,Bleikja,,Hrygna,1.0,40.0,,28,Fluga,Krókur,10,,,Árbugsárós,Svæði 2
2013-08-02,Bleikja,,Hængur,1.0,40.0,,28,Fluga,Bleik og blá,6,,,Árbugsárós,Svæði 2
2013-08-02,Bleikja,,Hængur,2.0,52.0,,28,Fluga,Bleik og blá,6,,,Árbugsárós,Svæði 2
2013-07-31,Lax,,Hængur,7.9,92.0,,28,Fluga,Frances rauð,,,,Árbugsárós,Svæði 2
2013-07-29,Urriði,Staðb.,Óþekkt,0.5,33.0,,28,Spónn,Tóbý,28g,,,Árbugsárós,Svæði 2
2013-07-29,Urriði,,Óþekkt,1.0,42.0,,28,Spónn,toby,,,,Árbugsárós,Svæði 2
2013-07-29,Urriði,,Óþekkt,0.5,33.0,,28,Spónn,toby,20 gr,,,Árbugsárós,Svæði 2
2013-07-22,Lax,,Hrygna,3.0,65.0,,28,Fluga,þýsk snælda,"1/2""",,,Árbugsárós,Svæði 2
2013-07-20,Urriði,,Óþekkt,0.8,38.0,,28,Maðkur,,,,,Árbugsárós,Svæði 2
2013-07-17,Urriði,Staðb.,Hængur,1.0,42.0,,28,Spónn,Sv. toby,28 g,,,Árbugsárós,Svæði 2
2013-07-15,Urriði,,Hængur,2.0,53.0,,28,Spónn,Svartur Toby,28gr,,,Árbugsárós,Svæði 2
2013-07-11,Urriði,Staðb.,Hængur,1.0,42.0,,28,Spónn,,28 gr.,,,Árbugsárós,Svæði 2
2013-06-18,Urriði,,,2.5,57.0,,28,Spónn,Toby,20g,,,Árbugsárós,Svæði 2
2014-09-20,Lax,,Hrygna,5.3,80.0,X,28,Fluga,,,Frances rauð,,Árbugsárós,Svæði 2
2014-09-13,Lax,,Hrygna,5.6,80.0,,28,Fluga,frances,,klak,,Árbugsárós,Svæði 2
2014-09-06,Lax,,Hrygna,4.1,73.0,X,28,Fluga,Rauð Frances keila,"1/2""",,,Árbugsárós,Svæði 2
2014-08-26,Lax,,Hrygna,5.0,75.0,,28,Fluga,Tannhauser,,,,Árbugsárós,Svæði 2
